case_id,driver_gender,year_of_birth,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,stopped_by,stop_date_and_time
173,Male,1970,36,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Jan 19 2006  7:17AM
174,Male,1970,36,White,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,30+ Min,No        ,103,Jan 20 2006 10:30AM
175,Male,1986,20,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,104,Jan 20 2006  1:10PM
176,Male,1982,24,White,Speeding,Speeding,Yes       ,Incident to Arrest,Protective Frisk,Arrest Driver,Yes,30+ Min,No        ,105,Jan 21 2006 12:25PM
177,Male,1971,35,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,106,Jan 22 2006  9:18PM
178,Female,1977,29,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,107,Jan 23 2006  2:35AM
179,Female,1977,29,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Probable Cause,Arrest Driver,Yes,16-30 Min,No        ,108,Jan 23 2006  2:35AM
180,Male,1977,29,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,109,Jan 26 2006  1:20AM
181,Male,1984,22,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,100,Jan 28 2006 10:37AM
182,Male,1983,23,Black,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Warning,No,16-30 Min,Yes       ,101,Jan 29 2006  2:20PM
183,Female,1975,31,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Jan 31 2006 12:00PM
184,Male,1982,24,Black,Speeding,Speeding,Yes       ,Probable Cause,Protective Frisk,Citation,No,0-15 Min,No        ,103,Feb  1 2006 10:30PM
185,Female,1984,22,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,30+ Min,No        ,104,Feb  3 2006 12:00AM
186,Male,1987,19,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,0-15 Min,Yes       ,105,Feb  5 2006  2:45PM
187,Male,1977,29,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,16-30 Min,No        ,106,Feb  6 2006  1:00AM
188,Male,1987,19,Black,Violation of City/Town Ordinance,Other,Yes       ,Incident to Arrest,Probable Cause,Arrest Passenger,Yes,30+ Min,Yes       ,107,Feb  7 2006 12:13AM
189,Male,1987,19,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Citation,No,30+ Min,No        ,108,Feb  7 2006 11:10PM
190,Male,1977,29,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Reasonable Suspicion,Citation,No,30+ Min,No        ,109,Feb  8 2006  1:45PM
191,Male,1976,30,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,No        ,100,Feb 10 2006  1:55AM
192,Male,1971,35,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,101,Feb 10 2006  2:25AM
193,Male,1985,21,White,APB,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Feb 11 2006  2:41AM
194,Female,1965,41,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,103,Feb 11 2006  9:11AM
195,Male,1984,22,White,Speeding,Speeding,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,30+ Min,No        ,104,Feb 13 2006  2:15PM
196,Male,1970,36,White,Registration Violation,Registration/plates,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,105,Feb 13 2006 11:00PM
197,Male,1965,41,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,106,Feb 15 2006  2:45AM
198,Female,1983,23,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Arrest Passenger,Yes,30+ Min,No        ,107,Feb 15 2006 11:00PM
199,Male,1982,24,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,108,Feb 16 2006  2:30AM
200,Male,1987,19,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,Feb 18 2006  2:25PM
201,Male,1985,21,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,30+ Min,Yes       ,100,Feb 21 2006  1:40AM
202,Male,1985,21,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,30+ Min,Yes       ,101,Feb 21 2006  1:40AM
203,Male,1979,27,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,102,Feb 21 2006 11:00AM
204,Male,1983,23,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,103,Feb 23 2006 12:31PM
205,Male,1984,22,White,Call for Service,Other,Yes       ,Inventory,Arrest Driver,Yes,30+ Min,No        ,104,Feb 23 2006 10:00PM
206,Male,1987,19,White,Call for Service,Other,Yes       ,Inventory,Protective Frisk,Citation,No,30+ Min,No        ,105,Feb 24 2006  1:50AM
207,Male,1989,17,White,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,Feb 24 2006  3:30PM
208,Male,1981,25,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,107,Feb 25 2006  2:50PM
209,Female,1951,55,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,30+ Min,No        ,108,Feb 26 2006 12:02PM
210,Female,1981,25,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,109,Feb 27 2006 11:00PM
211,Male,1985,21,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,100,Mar  1 2006  6:30PM
212,Male,1968,38,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,Yes       ,101,Mar  3 2006 12:20PM
213,Male,1948,58,Hispanic,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,102,Mar  4 2006  4:30PM
214,Male,1983,23,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,103,Mar  4 2006  8:00PM
215,Male,1984,22,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,104,Mar  5 2006  7:25PM
216,Male,1986,20,Black,Other Traffic Violation,Moving violation,Yes       ,Inventory,Protective Frisk,Citation,No,16-30 Min,No        ,105,Mar  8 2006 10:30AM
217,Male,1972,34,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,106,Mar  9 2006  2:53PM
218,Male,1965,41,White,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,No        ,107,Mar  9 2006 11:40PM
219,Female,1963,43,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,108,Mar 10 2006 10:00AM
220,Male,1983,23,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,0-15 Min,No        ,109,Mar 11 2006  1:50AM
221,Female,1954,52,White,Registration Violation,Registration/plates,Yes       ,Inventory,Arrest Driver,Yes,16-30 Min,No        ,100,Mar 13 2006  9:40AM
222,Male,1984,22,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,101,Mar 14 2006 11:30PM
223,Male,1987,19,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,30+ Min,Yes       ,102,Mar 16 2006  6:25PM
224,Male,1969,37,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,30+ Min,No        ,103,Mar 16 2006  6:55PM
225,Male,1975,31,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,0-15 Min,No        ,104,Mar 16 2006 11:30PM
226,Male,1960,46,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,105,Mar 19 2006  1:27AM
227,Male,1977,29,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Protective Frisk,Arrest Driver,Yes,16-30 Min,No        ,106,Mar 19 2006  3:39AM
228,Male,1967,39,White,Equipment/Inspection Violation,Equipment,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,107,Mar 19 2006  8:29PM
229,Male,1954,52,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,Yes       ,108,Mar 20 2006  2:15AM
230,Male,1973,33,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,109,Mar 20 2006  3:00PM
231,Male,1988,18,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,0-15 Min,No        ,100,Mar 21 2006 11:45PM
232,Male,1969,37,White,Equipment/Inspection Violation,Equipment,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,101,Mar 22 2006  2:30PM
233,Male,1977,29,White,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,102,Mar 23 2006 12:45AM
234,Male,1980,26,Asian,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,103,Mar 24 2006  9:45PM
235,Male,1965,41,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Arrest Driver,Yes,0-15 Min,Yes       ,104,Mar 26 2006  1:10AM
236,Male,1986,20,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,105,Mar 26 2006  9:25AM
237,Male,1978,28,Black,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,106,Mar 27 2006 12:00AM
238,Male,1985,21,White,Speeding,Speeding,Yes       ,Probable Cause,Arrest Driver,Yes,30+ Min,Yes       ,107,Mar 27 2006  1:25AM
239,Male,1967,39,White,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,108,Mar 28 2006  3:00PM
240,Male,1985,21,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,109,Mar 29 2006 12:15PM
241,Male,1985,21,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,100,Mar 30 2006  6:27PM
242,Male,1982,24,White,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,No        ,101,Apr  3 2006 12:10AM
243,Male,1971,35,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,Apr  3 2006  2:00PM
244,Male,1987,19,White,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,103,Apr  3 2006  2:55PM
245,Female,1984,22,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,104,Apr  4 2006 10:30AM
246,Male,1986,20,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,105,Apr  4 2006 11:30AM
247,Male,1981,25,White,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,16-30 Min,No        ,106,Apr  5 2006  2:50PM
248,Male,1964,42,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,107,Apr  6 2006  2:30PM
249,Male,1965,41,White,Speeding,Speeding,Yes       ,Probable Cause,Protective Frisk,Citation,No,16-30 Min,Yes       ,108,Apr  7 2006  7:10PM
250,Male,1974,32,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,109,Apr  9 2006  7:55AM
251,Female,1986,20,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,16-30 Min,No        ,100,Apr 10 2006 11:05PM
252,Male,1980,26,Black,Equipment/Inspection Violation,Equipment,Yes       ,Inventory,Protective Frisk,Arrest Driver,Yes,16-30 Min,No        ,101,Apr 11 2006  4:15PM
253,Male,1971,35,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Passenger,Yes,16-30 Min,No        ,102,Apr 12 2006  3:30AM
254,Male,1979,27,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,103,Apr 12 2006  1:40PM
255,Male,1985,21,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,104,Apr 12 2006  8:38PM
256,Male,1961,45,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,105,Apr 13 2006  1:25AM
257,Male,1978,28,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,106,Apr 13 2006  8:12AM
258,Female,1963,43,White,Registration Violation,Registration/plates,Yes       ,Protective Frisk,Citation,No,16-30 Min,No        ,107,Apr 21 2006 11:30PM
259,Male,1979,27,White,APB,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,108,Apr 22 2006  7:38PM
260,Male,1980,26,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Inventory,Arrest Driver,Yes,30+ Min,No        ,109,Apr 22 2006 10:30PM
261,Male,1982,24,White,Registration Violation,Registration/plates,Yes       ,Inventory,Citation,No,16-30 Min,No        ,100,Apr 23 2006 10:10AM
262,Male,1985,21,White,Speeding,Speeding,Yes       ,Inventory,Citation,No,30+ Min,No        ,101,Apr 24 2006  9:50AM
263,Male,1979,27,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,16-30 Min,Yes       ,102,Apr 24 2006  4:50PM
264,Male,1983,23,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,Yes       ,103,Apr 24 2006 11:25PM
265,Female,1972,34,White,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,16-30 Min,No        ,104,Apr 25 2006  8:23AM
266,Male,1975,31,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,105,Apr 26 2006  9:50AM
267,Male,1979,27,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,Apr 26 2006 11:36AM
268,Male,1985,21,White,Speeding,Speeding,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,107,Apr 26 2006 11:40PM
269,Female,1987,19,White,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,108,Apr 27 2006  9:55AM
270,Male,1984,22,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,109,Apr 29 2006 12:00AM
271,Male,1961,45,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Inventory,Protective Frisk,Arrest Driver,Yes,30+ Min,No        ,100,Apr 29 2006  4:15PM
272,Male,1963,43,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,101,Apr 30 2006 12:50AM
273,Male,1982,24,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Protective Frisk,Arrest Driver,Yes,16-30 Min,No        ,102,Apr 30 2006  4:25PM
274,Male,1986,20,White,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,0-15 Min,No        ,103,May  1 2006 12:35AM
275,Female,1986,20,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Reasonable Suspicion,Citation,No,16-30 Min,No        ,104,May  2 2006 12:01AM
276,Male,1978,28,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,30+ Min,No        ,105,May  3 2006 10:20PM
277,Female,1985,21,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,May  6 2006  3:00AM
278,Female,1972,34,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,107,May  6 2006  6:07PM
279,Male,1982,24,White,Speeding,Speeding,Yes       ,Reasonable Suspicion,Citation,No,0-15 Min,No        ,108,May  7 2006  3:05PM
280,Male,1984,22,Black,Registration Violation,Registration/plates,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,109,May 10 2006  4:25PM
281,Male,1980,26,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Citation,No,0-15 Min,No        ,100,May 11 2006 12:45AM
282,Male,1965,41,Black,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,101,May 13 2006 11:30AM
283,Male,1961,45,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,May 13 2006  2:00PM
284,Female,1977,29,White,Other Traffic Violation,Moving violation,Yes       ,Inventory,Citation,No,0-15 Min,No        ,103,May 15 2006  9:50AM
285,Male,1966,40,White,Speeding,Speeding,Yes       ,Incident to Arrest,Probable Cause,Arrest Passenger,Yes,16-30 Min,Yes       ,104,May 15 2006  8:30PM
286,Male,1963,43,White,Other Traffic Violation,Moving violation,Yes       ,Protective Frisk,Arrest Driver,Yes,16-30 Min,No        ,105,May 16 2006 12:55AM
287,Male,1970,36,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,106,May 16 2006 10:50AM
288,Male,1968,38,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Warning,No,16-30 Min,No        ,107,May 16 2006  9:55PM
289,Male,1982,24,White,Speeding,Speeding,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,108,May 17 2006 10:28PM
290,Male,1979,27,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,109,May 18 2006  6:30AM
291,Male,1986,20,Black,Equipment/Inspection Violation,Equipment,Yes       ,Incident to Arrest,Arrest Passenger,Yes,30+ Min,No        ,100,May 20 2006 12:30AM
292,Male,1957,49,Hispanic,Speeding,Speeding,Yes       ,Reasonable Suspicion,Arrest Passenger,Yes,0-15 Min,Yes       ,101,May 21 2006 12:10AM
293,Male,1971,35,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,102,May 21 2006  9:05PM
294,Male,1971,35,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,103,May 22 2006 12:09AM
295,Male,1964,42,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,0-15 Min,No        ,104,May 24 2006 11:40PM
296,Male,1968,38,Black,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,105,May 25 2006 12:15AM
297,Male,1967,39,White,Other Traffic Violation,Moving violation,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,106,May 25 2006  7:30AM
298,Male,1956,50,Black,Call for Service,Other,Yes       ,Incident to Arrest,Arrest Driver,Yes,30+ Min,No        ,107,May 25 2006  8:10AM
299,Male,1975,31,White,Speeding,Speeding,Yes       ,Incident to Arrest,Inventory,Probable Cause,Arrest Driver,Yes,30+ Min,No        ,108,May 25 2006  9:00AM
300,Male,1981,25,White,Speeding,Speeding,Yes       ,Incident to Arrest,Arrest Driver,Yes,16-30 Min,No        ,109,May 25 2006  1:15PM
301,Male,1980,26,Hispanic,Speeding,Speeding,Yes       ,Incident to Arrest,Citation,No,16-30 Min,No        ,100,May 25 2006  3:55PM
302,Male,1979,27,White,Equipment/Inspection Violation,Equipment,Yes       ,Protective Frisk,Citation,No,0-15 Min,No        ,101,May 27 2006  1:40PM
303,Male,1983,23,Black,Call for Service,Other,Yes       ,Probable Cause,Citation,No,30+ Min,No        ,102,May 27 2006  9:00PM
304,Male,1979,27,White,Equipment/Inspection Violation,Equipment,Yes       ,Reasonable Suspicion,Citation,No,16-30 Min,No        ,103,May 29 2006  8:15PM
305,Male,1982,24,White,Other Traffic Violation,Moving violation,Yes       ,Probable Cause,Citation,No,16-30 Min,No        ,104,May 29 2006 10:42PM
